R0,vaccine_failure,coverage,phi,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
15,0.03,0.76,0.97,163715.844567149,195982.234038022,765.588550302253,10.9612344606417,2235518.56688255,7404006.80472752,0.0141153016531819,279.53551942911,4.00222073244182
15,0.03,0.76,0.98,162461.386379336,204968.838524354,766.018012194693,7.88468370290372,2236772.59560847,7395023.27679194,0.0101882106687312,279.692326702587,2.87889513702272
15,0.03,0.76,0.99,161223.124231793,215435.806949478,766.441929396865,4.30133223159232,2238010.43383881,7384559.89171829,0.0055807587892553,279.84710947103,1.57052393106014
15,0.03,0.86,0,562927.221725694,103739.445146592,286.57061830133,52.8108710869593,836786.207656004,8496207.74398232,0.155609167671894,104.634097007273,19.282569305626
15,0.03,0.86,0.01,537715.507936601,102628.171873465,295.201813013427,53.1913142078795,861989.290250386,8497318.63681233,0.152676129498075,107.785561976528,19.421478600152
15,0.03,0.86,0.02,514468.928590278,101696.977707096,303.160244052986,53.5101070015089,885227.911165669,8498249.51218591,0.150026787601791,110.691384109847,19.5378778189259
15,0.03,0.86,0.03,492996.401763807,100920.816092452,310.511330897587,53.7758246451602,906693.086905296,8499025.40808291,0.147619326750734,113.375449693981,19.6348979735641
15,0.03,0.86,0.04,473124.646993939,100278.970516635,317.314396932319,53.9955595882497,926558.038609128,8499667.03392378,0.145419099703723,115.859419179913,19.7151286946597
15,0.03,0.86,0.05,454697.865663238,99754.2390708563,323.622778018528,54.1752006065861,944978.511558744,8500191.58572854,0.143397274923865,118.162766824015,19.7807201214797
15,0.03,0.86,0.06,437576.710549196,99332.2756892132,329.484179914307,54.3196591317947,962093.80527089,8500613.40465166,0.141529744118245,120.302911191211,19.8334655404965
15,0.03,0.86,0.07,421636.922617134,99001.0611107155,334.941142529964,54.433049942093,978028.136240336,8500944.50583934,0.139796244832018,122.295384666253,19.8748673601067
