R0,vaccine_failure,coverage,assortativity,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
4,0.03,0.22,0.392305325416338,2242465.35803733,27642.8567786399,1902.61371553763,13.1315109109802,5555632.02824713,2172344.01171045,0.00685451840343262,694.691832885678,4.79464292137165
4,0.03,0.22,0.598779134946017,2134630.66003425,33856.9510106171,1939.53076570137,11.004125006698,5663429.80920005,2166132.04486438,0.00564159352345827,708.171170826713,4.01788114307062
4,0.03,0.22,0.9,1993498.15503659,52601.3304001687,1987.84724886316,4.5870145591703,5804513.99771454,2147394.08258527,0.00230221626047092,725.812726741162,1.67483369091705
4,0.03,0.22,0.98,1958600.57905958,62699.5986332593,1999.7943989018,1.12988741082217,5839399.62654152,2137299.27147933,0.000564682741146777,730.17492989902,0.412550140876445
4,0.03,0.23,0,2477796.36965021,22203.6298059563,1787.81365987622,16.0206678612278,5220415.81668992,2277780.34952618,0.00888145192431422,652.775462562304,5.84954635283079
4,0.03,0.23,0.266673269157703,2303199.62020328,26383.076346258,1847.58656088077,14.5898402517247,5394952.79323584,2273602.33381349,0.00783483253404552,674.600043041591,5.32711542191097
4,0.03,0.23,0.392305325416338,2228942.70612035,29153.7228753733,1873.00830976721,13.6413135795736,5469184.28556988,2270832.63581105,0.00723044353904721,683.882159103754,4.98078462074182
4,0.03,0.23,0.598779134946017,2116395.87456998,35636.8009357912,1911.53856392217,11.4218415566916,5581692.58686609,2264351.77722265,0.0059397174919196,697.950518152083,4.17039989838703
4,0.03,0.23,0.9,1969941.64420823,55135.7102967971,1961.67695773724,4.74641896240064,5728096.67883404,2244859.54328424,0.00241373196568016,716.25729919381,1.73303622364653
4,0.03,0.23,0.98,1933878.23546208,65591.5041679297,1974.02319159705,1.16689338108461,5764147.74134632,2234407.32893869,0.000590775232196212,720.765217831872,0.426061945768519
4,0.03,0.24,0,2476538.05813962,23461.9394981646,1754.00957418319,16.6169328080518,5121707.93228619,2376521.44356903,0.00938477580813374,640.432745773637,6.06725759153989
4,0.03,0.24,0.266673269157703,2292906.4532942,27806.3253429236,1816.87556189046,15.1296386156374,5305276.67114391,2372178.54501846,0.00825851291877214,663.386689535256,5.5242092995346
4,0.03,0.24,0.392305325416338,2215236.24884191,30690.9581874419,1843.46586226806,14.1420890309051,5382920.28529582,2369294.89972353,0.00761306443645226,673.095472960625,5.16363025740922
4,0.03,0.24,0.598779134946017,2098004.84010961,37440.6904653816,1883.59985911142,11.8313282128207,5500111.56003128,2362547.47820641,0.00624202466011062,687.749398558056,4.31991371370614
4,0.03,0.24,0.9,1946337.52198613,57683.3332196856,1935.52291456531,4.90128951012754,5651726.9550993,2342311.7654908,0.00252588557689264,706.70780418066,1.78958333238532
4,0.03,0.24,0.98,1909145.98730934,68487.1142611701,1948.25537044246,1.20263108676546,5688905.75732022,2331511.68310774,0.000616905358218577,711.356742132803,0.439110675555238
4,0.03,0.25,0,2475247.52447491,24752.4752447489,1720.2164714249,17.2021647142484,5023032.25905366,2475230.32259054,0.00990099009900956,628.094039129016,6.28094039128994
4,0.03,0.25,0.266673269157703,2282437.75806065,29257.9506941955,1786.22465021792,15.6597223443285,5215776.01728913,2470726.38958346,0.00869074763219163,652.19527541082,5.71775612097295
4,0.03,0.25,0.392305325416338,2201342.19493743,32255.1900415096,1813.98762167992,14.6336221386464,5296843.81744088,2467730.17633635,0.00800254409605792,662.33223036588,5.34310128337325
4,0.03,0.25,0.598779134946017,2079455.49937407,39269.0608607786,1855.7153438657,12.2324338475801,5418688.78528206,2460718.70670537,0.00654859519817785,677.568064928962,4.4663674085977
4,0.03,0.25,0.9,1922685.63234469,60244.3023440101,1909.38527741051,5.05159114220462,5575404.9823779,2439750.64606485,0.00263868254168316,697.164299414511,1.84446221579746
4,0.03,0.25,0.98,1884403.83106295,71386.4364860831,1922.49095666638,1.23709796414444,5613673.67798038,2428612.32641595,0.000643073204222748,701.949510552812,0.45169539415824
4,0.03,0.26,0,2473923.50923683,26076.4910433071,1686.43493711052,17.7759358235974,4924390.05582606,2573905.73302087,0.0104305964161541,615.759556412478,6.49043856759098
4,0.03,0.26,0.266673269157703,2271789.01220887,30738.7397191627,1755.63541254748,16.1798222421787,5126455.35237859,2569245.0804586,0.00913177735719125,641.0263800064,5.90765759617551
4,0.03,0.26,0.392305325416338,2187256.64683327,33847.0636467564,1784.57496351929,15.1156923408944,5210958.77820322,2566137.8206609,0.00839905029882463,651.59293355498,5.51911716596905
